0_SensorIndex,0_AccelX,0_AccelY,0_AccelZ,0_GyroX,0_GyroY,0_GyroZ,0_MagX,0_MagY,0_MagZ,0_Quat1,0_Quat2,0_Quat3,0_Quat4,0_Sampletime,0_Package,
0,-149,10,1094,-368,-862,1002,62,-604,-564,1194,577,235,-16329,88,1090,
0,-207,33,1063,-621,-951,1020,32,-574,-574,1368,418,277,-16319,106,1091,
0,-213,-54,942,-1349,-1123,1360,32,-574,-574,1564,244,403,-16302,127,1092,
0,-140,-157,888,-1061,-1462,1405,32,-574,-574,1812,19,609,-16272,146,1093,
0,-91,-241,891,-723,-1500,1023,-40,-550,-598,2051,-246,739,-16236,167,1094,
0,-60,-248,816,-1281,-1690,604,-40,-550,-598,2216,-516,849,-16203,188,1095,
0,-62,-220,808,-2351,-2013,489,-99,-502,-609,2318,-856,1075,-16161,206,1096,
0,31,-153,752,-2535,-1890,252,-99,-502,-609,2393,-1251,1454,-16094,227,1097,
0,54,-185,734,-1446,-2029,-41,-99,-502,-609,2420,-1628,1800,-16021,246,1098,
0,78,-141,729,-639,-2290,-177,-182,-425,-630,2426,-2014,1945,-15960,267,1099,
0,87,-14,615,-813,-2439,-372,-182,-425,-630,2425,-2429,1986,-15897,288,1100,
0,87,57,555,-1583,-2604,-378,-260,-371,-611,2384,-2871,2074,-15818,306,1101,
0,253,-65,563,-2762,-2956,-198,-260,-371,-611,2327,-3386,2312,-15691,327,1102,
0,282,-98,529,-2848,-1865,-101,-260,-371,-611,2267,-3922,2707,-15511,346,1103,
0,326,-230,490,-2114,-838,-282,-345,-336,-604,2170,-4239,3103,-15366,367,1104,
0,340,-198,524,-1343,-869,-236,-345,-336,-604,2067,-4425,3379,-15270,388,1105,
0,331,-164,538,-1238,-986,6,-411,-246,-598,2008,-4604,3554,-15185,406,1106,
0,377,-132,512,-1827,-1125,214,-411,-246,-598,1992,-4795,3752,-15080,427,1107,
0,423,-211,467,-2203,-1191,396,-411,-246,-598,1975,-5008,4051,-14935,446,1108,
0,463,-252,427,-2237,-1412,798,-427,-187,-577,1988,-5225,4401,-14758,467,1109,
0,491,-372,280,-2006,-1429,748,-427,-187,-577,2061,-5457,4756,-14553,488,1110,
0,495,-400,236,-1829,-1248,677,-464,-108,-579,2126,-5676,5063,-14355,506,1111,
0,574,-500,176,-1619,-821,1042,-464,-108,-579,2193,-5852,5352,-14168,527,1112,
0,576,-503,199,-1183,-345,1648,-464,-108,-579,2315,-5922,5636,-14009,546,1113,
0,525,-654,256,-963,56,1964,-513,-43,-579,2521,-5877,5904,-13881,567,1114,
0,524,-680,215,-964,57,1370,-513,-43,-579,2731,-5769,6158,-13776,588,1115,
0,556,-633,79,-1666,-334,313,-537,40,-553,2824,-5736,6381,-13669,606,1116,
0,475,-657,-80,-2179,-204,200,-537,40,-553,2767,-5827,6650,-13513,627,1117,
0,490,-765,17,-1475,400,961,-537,40,-553,2696,-5873,6962,-13349,646,1118,
0,391,-764,193,-1181,1211,1541,-520,112,-534,2721,-5727,7239,-13260,667,1119,
0,337,-656,96,-1996,894,1030,-520,112,-534,2753,-5484,7549,-13183,688,1120,
0,314,-669,13,-3100,180,594,-513,188,-540,2666,-5372,7943,-13014,706,1121,
0,295,-1052,-72,-3142,232,1136,-513,188,-540,2564,-5384,8422,-12725,727,1122,
0,280,-1172,-8,-1716,1135,2113,-513,188,-540,2546,-5280,8891,-12451,746,1123,
0,230,-1126,348,-45,2119,2613,-496,283,-515,2644,-4907,9214,-12348,767,1124,
0,66,-740,252,378,1806,2203,-496,283,-515,2779,-4377,9383,-12390,788,1125,
0,35,-666,150,-344,624,1584,-435,374,-542,2833,-3918,9507,-12437,806,1126,
0,79,-1266,160,-135,711,2085,-435,374,-542,2974,-3698,9649,-12362,827,1127,
0,72,-1274,325,3291,2159,2953,-435,374,-542,3193,-3308,9694,-12382,846,1128,
0,-838,-635,1113,12128,-1189,4269,-364,416,-580,3607,-2522,9204,-12820,867,1129,
0,-440,-7,1463,6258,4147,577,-364,416,-580,4367,-1666,7698,-13687,888,1130,
0,-1036,-462,1623,-2759,1644,-995,-268,377,-724,4045,-847,7372,-14036,906,1131,
0,363,-1065,162,-2983,-3967,-667,-268,377,-724,3947,-1178,7812,-13800,927,1132,
0,214,-1001,-95,1813,-791,178,-268,377,-724,4098,-1748,7941,-13620,946,1133,
0,47,-844,336,4183,1013,1050,-150,235,-748,4250,-1648,7553,-13806,967,1134,
0,-311,-619,760,5173,2386,1188,-150,235,-748,4366,-1144,6981,-14118,988,1135,
0,-301,-537,808,4589,1934,1339,-217,222,-755,4433,-466,6329,-14440,1006,1136,
0,-388,-574,861,3516,1579,593,-217,222,-755,4509,86,5754,-14662,1027,1137,
0,-371,-620,850,3056,1003,201,-217,222,-755,4486,505,5299,-14832,1046,1138,
0,-296,-354,1075,3585,1098,-442,-121,25,-793,4431,792,4850,-14988,1067,1139,
0,-476,-208,1042,5057,2385,-1174,-121,25,-793,4208,1179,4302,-15193,1088,1140,
0,-521,-166,1103,5441,1229,-612,-80,-140,-806,3861,1720,3562,-15424,1106,1141,
0,-505,-270,1286,4683,-850,779,-80,-140,-806,3682,2033,2731,-15598,1127,1142,
0,-411,-166,1334,1939,-1276,805,-80,-140,-806,3766,2030,1987,-15690,1146,1143,
0,-365,-146,1165,332,-886,245,16,-372,-744,3867,1908,1704,-15714,1167,1144,
0,-314,-89,1157,754,-868,226,16,-372,-744,3910,1784,1606,-15728,1188,1145,
0,-310,-34,1167,1709,-536,275,-44,-467,-684,3946,1695,1397,-15749,1206,1146,
0,-358,156,1186,2108,-278,386,-44,-467,-684,3966,1703,1070,-15769,1227,1147,
0,-364,141,1189,2028,-584,754,-44,-467,-684,4010,1739,695,-15775,1246,1148,
0,-252,-46,1162,1974,-888,969,-80,-497,-648,4115,1719,316,-15762,1267,1149,
0,-129,-131,1148,1801,-893,790,-80,-497,-648,4240,1654,-60,-15739,1288,1150,
0,-135,-86,1152,1898,-555,437,-121,-539,-582,4322,1595,-411,-15717,1306,1151,
0,-241,197,1184,1997,-218,278,-121,-539,-582,4350,1609,-759,-15695,1327,1152,
0,-254,220,1165,2073,-495,383,-121,-539,-582,4360,1656,-1111,-15667,1346,1153,
0,-185,164,976,1645,-899,631,-139,-587,-518,4390,1643,-1477,-15629,1367,1154,
0,-95,117,914,1089,-1184,829,-139,-587,-518,4459,1547,-1776,-15589,1388,1155,
0,-94,83,862,702,-731,538,-156,-622,-460,4554,1382,-2012,-15548,1406,1156,
0,-110,178,970,476,-339,659,-156,-622,-460,4624,1309,-2151,-15515,1427,1157,
0,-135,199,1010,-435,-750,654,-156,-622,-460,4719,1244,-2230,-15480,1446,1158,
0,-144,146,896,-1571,-1436,729,-211,-616,-420,4815,1041,-2163,-15475,1467,1159,
0,-22,73,768,-2626,-2069,744,-211,-616,-420,4918,662,-1953,-15492,1488,1160,
0,13,63,715,-3185,-1516,426,-241,-606,-414,5004,178,-1601,-15518,1506,1161,
0,66,31,581,-3698,-891,17,-241,-606,-414,5035,-220,-1134,-15548,1527,1162,
0,53,35,596,-4411,-975,-204,-241,-606,-414,5004,-568,-540,-15581,1546,1163,
0,-24,-42,763,-4422,-1092,-444,-294,-545,-476,4921,-971,142,-15597,1567,1164,
0,35,-61,738,-3395,-1126,-148,-294,-545,-476,4807,-1369,775,-15584,1588,1165,
0,81,-134,719,-2341,-1473,257,-318,-403,-555,4768,-1718,1220,-15533,1606,1166,
0,203,-148,614,-2834,-1786,-212,-318,-403,-555,4772,-2092,1531,-15458,1627,1167,
0,255,-136,595,-4217,-1620,-984,-318,-403,-555,4661,-2548,1950,-15376,1646,1168,
0,339,-394,633,-4750,-1266,-1505,-348,-313,-580,4382,-3034,2571,-15278,1667,1169,
0,248,-343,478,-3580,-1140,-1537,-348,-313,-580,4014,-3475,3190,-15168,1688,1170,
0,248,-297,478,-2912,-1866,-985,-398,-200,-595,3704,-3868,3614,-15056,1706,1171,
0,363,-254,494,-3273,-1612,-737,-398,-200,-595,3508,-4308,3974,-14892,1727,1172,
0,417,-325,462,-3833,-1739,-829,-398,-200,-595,3301,-4718,4416,-14690,1746,1173,
0,537,-458,391,-4176,-1574,-1188,-427,-116,-582,3042,-5159,4914,-14437,1767,1174,
0,374,-494,251,-4691,-704,-1368,-427,-116,-582,2679,-5561,5448,-14165,1788,1175,
0,406,-469,347,-5280,-1127,-1088,-492,-14,-564,2245,-5886,6066,-13855,1806,1176,
0,554,-375,526,-5176,-1045,-529,-492,-14,-564,1830,-6217,6746,-13451,1827,1177,
0,507,-410,385,-4275,185,-116,-492,-14,-564,1491,-6444,7400,-13036,1846,1178,
0,574,-591,67,-2801,775,625,-534,88,-556,1202,-6446,7942,-12742,1867,1179,
0,514,-702,90,-1092,812,1289,-534,88,-556,1079,-6306,8328,-12576,1888,1180,
0,425,-902,162,1021,1484,2104,-534,206,-507,1149,-6048,8508,-12576,1906,1181,
0,282,-700,363,1685,1642,2202,-534,206,-507,1389,-5622,8488,-12761,1927,1182,
0,252,-633,326,235,741,1420,-534,206,-507,1618,-5221,8429,-12943,1946,1183,
0,330,-812,214,-1683,133,546,-504,259,-545,1710,-5049,8548,-12921,1967,1184,
0,309,-859,112,-2163,149,97,-504,259,-545,1661,-5025,8822,-12751,1988,1185,
0,306,-895,130,-2376,123,-235,-451,300,-558,1524,-5044,9125,-12546,2006,1186,
0,358,-777,177,-1547,32,29,-451,300,-558,1369,-5083,9408,-12337,2027,1187,
0,357,-774,150,-431,-4,494,-451,300,-558,1320,-5084,9578,-12211,2046,1188,
0,290,-768,75,-437,-4,815,-432,342,-507,1378,-5031,9654,-12167,2067,1189,
0,304,-851,118,-1487,-310,563,-432,342,-507,1451,-4962,9781,-12085,2088,1190,
0,255,-835,101,-2093,-772,352,-438,390,-520,1471,-4999,10014,-11874,2106,1191,
0,429,-917,-137,-1746,-958,736,-438,390,-520,1497,-5090,10281,-11601,2127,1192,
0,332,-1036,-256,401,-638,1663,-438,390,-520,1642,-5126,10464,-11400,2146,1193,
0,188,-1163,-61,1615,-19,2203,-438,432,-488,1963,-4959,10463,-11424,2167,1194,
0,88,-1022,133,1307,258,1739,-438,432,-488,2300,-4678,10373,-11561,2188,1195,
0,54,-956,153,-187,328,990,-427,478,-494,2501,-4450,10339,-11640,2206,1196,
0,89,-563,117,-613,387,1163,-427,478,-494,2560,-4309,10444,-11586,2227,1197,
0,153,-685,187,458,13,1855,-427,478,-494,2681,-4168,10556,-11508,2246,1198,
0,108,-1190,223,2978,271,2540,-392,497,-513,2967,-3885,10519,-11571,2267,1199,
0,-109,-1032,283,4614,-138,1860,-392,497,-513,3385,-3481,10182,-11882,2288,1200,
0,-136,-886,280,4415,-270,1350,-344,531,-566,3779,-3157,9646,-12294,2306,1201,
0,-107,-3586,1177,4964,652,2329,-344,531,-566,4131,-2843,9106,-12664,2327,1202,
0,215,-3357,998,6144,2853,4808,-344,531,-566,4606,-2068,8536,-13041,2346,1203,
0,-450,-892,981,2992,2620,2102,-331,419,-688,4931,-1083,7933,-13417,2367,1204,
0,-411,-574,734,286,57,1052,-331,419,-688,5056,-542,7748,-13511,2388,1205,
0,-149,-637,538,304,-98,392,-200,257,-804,5189,-480,7731,-13473,2406,1206,
0,-281,-747,663,2402,209,595,-200,257,-804,5259,-412,7616,-13513,2427,1207,
0,-290,-769,676,5255,1493,586,-200,257,-804,5304,-108,7201,-13727,2446,1208,
0,-428,-600,698,7118,2058,810,-176,240,-822,5265,505,6441,-14106,2467,1209,
0,-569,-421,813,7738,1931,1141,-176,240,-822,5194,1281,5430,-14503,2488,1210,
0,-597,-455,1058,6829,1691,1245,-128,24,-862,5156,2026,4334,-14797,2506,1211,
0,-815,-61,1225,4831,2798,210,-128,24,-862,5079,2727,3417,-14951,2527,1212,
0,-832,-63,1176,3378,728,451,-128,24,-862,4877,3359,2854,-15008,2546,1213,
0,-603,-55,1044,3084,-1479,1268,-57,-332,-817,4865,3540,2309,-15063,2567,1214,
0,-519,45,974,3597,-1379,1409,-57,-332,-817,4996,3489,1668,-15117,2588,1215,
0,-493,-5,977,3177,-1299,1049,-22,-486,-728,5090,3497,986,-15143,2606,1216,
0,-443,-9,1033,2546,-1858,901,-22,-486,-728,5153,3428,386,-15165,2627,1217,
0,-406,47,999,2220,-1807,842,-22,-486,-728,5208,3265,-137,-15187,2646,1218,
0,-273,182,930,2728,-565,626,-110,-576,-619,5249,3145,-611,-15186,2667,1219,
0,-371,318,976,4019,-630,693,-110,-576,-619,5242,3232,-1155,-15139,2688,1220,
0,-347,390,1025,3423,-1179,691,-187,-630,-508,5205,3317,-1865,-15062,2706,1221,
0,-331,313,1077,1367,-1335,506,-187,-630,-508,5174,3265,-2418,-15005,2727,1222,
0,-351,280,1066,455,-1514,727,-187,-630,-508,5188,3093,-2675,-14993,2746,1223,
0,-205,368,928,470,-1618,703,-198,-696,-432,5245,2850,-2853,-14989,2767,1224,
0,-139,384,818,774,-1644,572,-198,-696,-432,5285,2597,-3048,-14982,2788,1225,
0,-132,383,829,957,-1003,469,-241,-694,-398,5299,2389,-3278,-14964,2806,1226,
0,-135,366,892,756,-780,383,-241,-694,-398,5314,2283,-3487,-14927,2827,1227,
0,-122,345,908,514,-915,426,-241,-694,-398,5328,2177,-3649,-14900,2846,1228,
0,-71,381,886,-65,-968,438,-270,-700,-358,5351,2040,-3776,-14879,2867,1229,
0,-82,356,888,-942,-1087,356,-270,-700,-358,5383,1848,-3798,-14887,2888,1230,
0,-68,362,788,-1901,-1042,439,-305,-707,-329,5417,1596,-3682,-14933,2906,1231,
0,-55,241,815,-2828,-546,733,-305,-707,-329,5493,1304,-3401,-15000,2927,1232,
0,-5,225,858,-2603,-80,847,-305,-707,-329,5642,1041,-2983,-15054,2946,1233,
0,52,233,770,-1771,-6,690,-318,-675,-361,5793,871,-2608,-15077,2967,1234,
0,-1,389,835,-1325,-548,419,-318,-675,-361,5906,737,-2368,-15080,2988,1235,
0,-11,411,816,-2157,-1287,-21,-340,-598,-432,5948,522,-2181,-15101,3006,1236,
0,-8,102,764,-3174,-1848,-151,-340,-598,-432,5913,134,-1882,-15163,3027,1237,
0,12,61,768,-3348,-1625,-202,-340,-598,-432,5851,-357,-1470,-15229,3046,1238,
0,143,89,698,-2946,-1472,-272,-364,-556,-462,5774,-809,-1043,-15276,3067,1239,
0,140,109,749,-2744,-1180,-369,-364,-556,-462,5682,-1204,-669,-15305,3088,1240,
0,147,79,756,-2947,-1387,-488,-412,-480,-508,5571,-1561,-295,-15326,3107,1241,
0,230,-24,693,-3328,-1847,-611,-412,-480,-508,5429,-1983,100,-15330,3127,1242,
0,242,-55,706,-3444,-1823,-649,-412,-480,-508,5254,-2479,524,-15311,3146,1243,
0,200,-141,643,-3478,-1307,-482,-428,-412,-534,5064,-2945,971,-15270,3167,1244,
0,282,-88,665,-3826,-711,-121,-428,-412,-534,4897,-3320,1465,-15208,3188,1245,
0,356,-20,638,-4455,222,-399,-454,-329,-553,4737,-3596,2076,-15124,3206,1246,
0,470,-149,648,-4607,120,-938,-454,-329,-553,4465,-3792,2791,-15044,3227,1247,
0,230,-470,682,-3825,117,-1109,-454,-329,-553,4106,-4014,3459,-14950,3246,1248,
0,273,-331,706,-2338,-33,-464,-478,-216,-566,3802,-4177,3966,-14860,3267,1249,
0,347,-312,602,-1822,-265,-316,-478,-216,-566,3649,-4293,4277,-14778,3288,1250,
0,330,-342,539,-1999,-467,-138,-478,-115,-600,3532,-4427,4538,-14689,3306,1251,
0,397,-370,391,-2552,-142,33,-478,-115,-600,3443,-4574,4846,-14566,3327,1252,
0,351,-452,422,-3212,146,-17,-478,-115,-600,3314,-4675,5264,-14418,3346,1253,
0,289,-818,499,-3160,139,-113,-478,-54,-632,3132,-4771,5758,-14237,3367,1254,
0,359,-674,535,-2332,150,11,-478,-54,-632,2962,-4843,6206,-14060,3388,1255,
0,312,-645,499,-1839,-83,104,-473,41,-612,2833,-4898,6532,-13919,3406,1256,
0,333,-630,365,-1839,240,577,-473,41,-612,2771,-4937,6810,-13784,3427,1257,
0,371,-651,294,-1980,427,705,-473,41,-612,2744,-4903,7122,-13644,3446,1258,
0,327,-719,285,-2145,442,667,-502,113,-601,2705,-4840,7462,-13491,3467,1259,
0,368,-750,227,-2335,-7,382,-502,113,-601,2656,-4805,7812,-13314,3488,1260,
0,289,-855,259,-1929,-260,296,-454,214,-580,2578,-4865,8140,-13110,3506,1261,
0,237,-958,357,-1263,505,952,-454,214,-580,2557,-4877,8403,-12942,3527,1262,
0,247,-961,329,-1021,190,752,-454,214,-580,2585,-4752,8624,-12838,3546,1263,
0,218,-746,147,-1708,-261,81,-454,291,-563,2594,-4716,8812,-12721,3567,1264,
0,203,-546,-95,-2709,-557,-289,-454,291,-563,2522,-4823,9063,-12517,3588,1265,
0,183,-541,-156,-3084,-710,218,-436,328,-548,2403,-4994,9409,-12214,3606,1266,
0,253,-946,-39,-2424,-383,1071,-436,328,-548,2362,-5119,9795,-11862,3627,1267,
0,250,-1010,-32,-623,1044,2206,-436,328,-548,2429,-5029,10116,-11615,3646,1268,
0,158,-926,97,482,1127,2244,-467,412,-491,2571,-4641,10297,-11587,3667,1269,
0,-68,-832,-21,-130,872,1725,-467,412,-491,2737,-4278,10376,-11618,3688,1270,
0,-6,-828,-78,-677,660,1736,-420,459,-497,2806,-3966,10524,-11579,3706,1271,
0,-56,-938,30,-644,916,1996,-420,459,-497,2916,-3699,10703,-11476,3727,1272,
0,-39,-1027,99,-509,690,2080,-420,459,-497,3034,-3378,10883,-11375,3746,1273,
0,-112,-875,68,-50,528,1888,-366,505,-523,3182,-3071,11024,-11285,3767,1274,
0,19,-2546,286,7489,-664,2525,-366,505,-523,3377,-2779,11034,-11294,3788,1275,
0,-1351,-1448,633,6804,3552,48,-300,590,-529,3781,-2175,10187,-12068,3806,1276,
0,-419,-241,943,1947,1576,-793,-300,590,-529,3565,-1489,9523,-12760,3827,1277,
0,-152,-530,733,-3313,-1657,-2246,-300,590,-529,3330,-1550,9483,-12846,3846,1278,
0,308,-1168,32,-2898,-810,-1564,-206,464,-705,3135,-2087,9854,-12536,3867,1279,
0,351,-992,-169,313,424,-394,-206,464,-705,2957,-2357,10091,-12342,3888,1280,
0,263,-872,1,3170,1417,1286,-230,480,-657,2917,-2235,9976,-12466,3906,1281,
0,-36,-871,357,5510,2520,2175,-230,480,-657,3025,-1715,9548,-12852,3927,1282,
0,-84,-787,523,5702,2149,1932,-230,480,-657,3164,-976,8876,-13368,3946,1283,
0,-286,-709,792,5722,1514,1197,-219,451,-704,3279,-341,8142,-13830,3967,1284,
0,-374,-724,907,5916,2111,90,-219,451,-704,3293,165,7346,-14269,3988,1285,
0,-443,-635,923,6964,3894,-349,-100,224,-814,3064,758,6492,-14708,4006,1286,
0,-575,-385,878,7242,3510,440,-100,224,-814,2691,1587,5490,-15118,4027,1287,
0,-688,-309,909,5896,1331,1406,24,-80,-840,2505,2293,4432,-15403,4046,1288,
0,-514,-272,1023,4496,-346,1546,24,-80,-840,2565,2637,3517,-15573,4067,1289,
0,-601,-229,1080,3967,-365,1296,24,-80,-840,2704,2729,2747,-15688,4088,1290,
0,-622,-221,1087,3655,-13,1289,96,-358,-756,2804,2839,2053,-15758,4106,1291,
0,-579,-135,1048,2990,-570,1207,96,-358,-756,2910,2946,1426,-15788,4127,1292,
0,-523,-8,1094,2218,-1032,1626,36,-524,-673,3060,2903,887,-15807,4146,1293,
0,-448,58,976,1747,-114,1723,36,-524,-673,3277,2854,471,-15790,4167,1294,
0,-412,81,975,2071,478,1827,36,-524,-673,3511,2940,118,-15730,4188,1295,
0,-419,68,1032,2117,738,1810,-28,-590,-603,3749,3110,-270,-15641,4206,1296,
0,-405,79,1085,1923,651,1588,-28,-590,-603,3973,3309,-639,-15534,4227,1297,
0,-413,130,1083,1660,221,1398,-52,-627,-518,4162,3465,-977,-15432,4246,1298,
0,-407,190,1080,1091,1,1262,-52,-627,-518,4330,3539,-1267,-15348,4267,1299,
0,-372,223,967,1172,-72,1289,-52,-627,-518,4492,3567,-1488,-15275,4288,1300,
0,-355,220,976,1046,-260,1194,-83,-659,-492,4652,3583,-1731,-15197,4306,1301,
0,-327,237,902,1542,-279,1012,-83,-659,-492,4791,3575,-1963,-15128,4327,1302,
0,-363,265,888,1392,-370,857,-124,-657,-440,4877,3581,-2268,-15056,4346,1303,
0,-394,433,855,1166,-360,860,-124,-657,-440,4951,3574,-2528,-14992,4367,1304,
0,-333,400,857,785,-529,1112,-124,-657,-440,5044,3538,-2756,-14929,4388,1305,
0,-286,389,873,700,-580,1283,-166,-692,-388,5185,3458,-2943,-14864,4406,1306,
0,-186,289,882,489,-819,1156,-166,-692,-388,5339,3359,-3130,-14794,4427,1307,
0,-149,280,873,152,-1106,933,-190,-675,-368,5466,3199,-3281,-14750,4446,1308,
0,-98,368,796,522,-853,777,-190,-675,-368,5560,3014,-3402,-14726,4467,1309,
0,-118,432,816,872,-609,735,-190,-675,-368,5629,2904,-3573,-14682,4488,1310,
0,-117,449,829,636,-731,764,-233,-688,-361,5695,2831,-3763,-14623,4506,1311,
0,-64,368,828,-39,-1203,678,-233,-688,-361,5762,2700,-3909,-14583,4527,1312,
0,-18,325,828,-439,-1529,408,-281,-680,-323,5807,2466,-3984,-14586,4546,1313,
0,102,265,842,-920,-1523,33,-281,-680,-323,5804,2173,-3995,-14631,4567,1314,
0,22,423,746,-398,-1039,-185,-281,-680,-323,5758,1911,-3954,-14697,4588,1315,
0,0,464,755,-241,-1159,-219,-316,-673,-300,5690,1738,-3963,-14742,4606,1316,
0,8,417,737,-642,-1467,-258,-316,-673,-300,5608,1535,-3983,-14791,4627,1317,
0,10,393,761,-1452,-1715,-345,-323,-667,-294,5513,1263,-3942,-14863,4646,1318,
0,26,347,748,-2617,-2043,-489,-323,-667,-294,5401,892,-3765,-14977,4667,1319,
0,74,318,729,-3403,-2215,-869,-323,-667,-294,5247,416,-3427,-15132,4688,1320,
0,108,306,686,-3501,-1771,-1223,-340,-651,-313,5025,-80,-2987,-15305,4707,1321,
0,131,350,676,-3439,-1476,-1260,-340,-651,-313,4764,-494,-2512,-15466,4727,1322,
0,93,347,617,-3824,-1906,-1053,-340,-609,-379,4501,-894,-2021,-15598,4746,1323,
0,169,299,660,-4042,-1836,-877,-340,-609,-379,4255,-1375,-1478,-15693,4767,1324,
0,246,136,620,-4060,-1711,-826,-340,-609,-379,4020,-1837,-895,-15751,4788,1325,
0,286,63,634,-4171,-1510,-816,-358,-542,-456,3786,-2281,-306,-15774,4806,1326,
0,231,-125,686,-4087,-966,-898,-358,-542,-456,3534,-2669,317,-15771,4827,1327,
0,251,-53,660,-3954,-1266,-712,-358,-542,-456,3280,-2981,923,-15746,4846,1328,
0,380,-24,633,-4421,-1238,-864,-382,-441,-520,3039,-3337,1531,-15675,4867,1329,
0,352,-215,612,-4889,-1256,-1348,-382,-441,-520,2733,-3714,2205,-15566,4888,1330,
0,311,-285,682,-4586,-1240,-1140,-388,-352,-553,2345,-4089,2914,-15418,4906,1331,
0,310,-332,807,-3239,-188,-541,-388,-352,-553,2022,-4383,3539,-15252,4927,1332,
0,322,-336,826,-2168,157,-116,-388,-352,-553,1826,-4469,3988,-15140,4946,1333,
0,413,-309,527,-2145,-106,-175,-419,-227,-600,1703,-4494,4320,-15056,4967,1334,
0,366,-406,457,-2822,-158,-234,-419,-227,-600,1565,-4568,4670,-14944,4988,1335,
0,346,-466,445,-3050,-51,75,-448,-129,-632,1400,-4640,5123,-14789,5006,1336,
0,346,-585,622,-2423,295,446,-448,-129,-632,1282,-4666,5588,-14621,5027,1337,
0,309,-581,633,-1815,419,356,-448,-129,-632,1223,-4610,5958,-14498,5046,1338,
0,308,-485,406,-2254,64,-57,-430,-46,-620,1150,-4569,6259,-14390,5067,1339,
0,261,-575,377,-2740,-132,116,-430,-46,-620,1021,-4596,6622,-14227,5088,1340,
0,264,-576,364,-2186,-295,953,-412,30,-633,942,-4621,7035,-14025,5106,1341,
0,405,-731,472,-1063,181,1771,-412,30,-633,1039,-4584,7375,-13854,5127,1342,
0,395,-756,460,-212,46,1399,-412,30,-633,1241,-4417,7575,-13784,5146,1343,
0,337,-605,168,-1037,-624,318,-425,139,-652,1396,-4352,7676,-13734,5167,1344,
0,210,-667,81,-1326,-461,332,-425,139,-652,1421,-4451,7849,-13602,5188,1345,
0,256,-785,132,-67,507,1802,-406,185,-627,1485,-4441,8032,-13491,5206,1346,
0,133,-977,446,746,872,2430,-406,185,-627,1734,-4162,8103,-13507,5227,1347,
0,16,-1092,511,-454,545,1632,-406,185,-627,2013,-3835,8137,-13545,5246,1348,
0,169,-1003,272,-2146,6,763,-401,217,-620,2125,-3682,8333,-13451,5267,1349,
0,298,-926,159,-1953,-182,855,-401,217,-620,2156,-3683,8674,-13228,5288,1350,
0,246,-1006,167,-774,242,1026,-371,272,-627,2224,-3648,8942,-13047,5306,1351,
0,18,-1133,530,173,430,883,-371,272,-627,2315,-3514,9047,-12995,5327,1352,
0,24,-1052,597,-253,-150,635,-371,272,-627,2397,-3397,9070,-12996,5346,1353,
0,110,-791,83,-534,-891,1033,-364,318,-620,2518,-3385,9130,-12934,5367,1354,
0,122,-928,-23,-390,-514,1731,-364,318,-620,2742,-3405,9228,-12813,5388,1355,
0,131,-941,79,1318,1135,2669,-382,342,-627,3032,-3243,9300,-12737,5406,1356,
0,769,-3917,2290,3062,2475,3472,-382,342,-627,3321,-2705,9197,-12865,5427,1357,
0,-34,-2212,1348,5275,4599,1615,-382,342,-627,3673,-1734,8813,-13201,5446,1358,
0,-202,-595,993,-36,-51,-446,-364,388,-652,3481,-997,8417,-13582,5467,1359,
0,-99,-582,407,-2873,-2091,-1710,-364,388,-652,3426,-1204,8506,-13524,5488,1360,
0,63,-745,236,-2941,-2597,-1567,-174,299,-742,3346,-1806,8828,-13268,5506,1361,
0,177,-1053,139,-1611,-961,-835,-174,299,-742,3298,-2339,9083,-13022,5527,1362,
0,110,-921,270,-328,105,2,-174,299,-742,3246,-2534,9220,-12902,5546,1363,
0,30,-936,303,326,462,486,-310,377,-678,3241,-2489,9250,-12891,5567,1364,
0,-12,-954,265,777,498,565,-310,377,-678,3276,-2360,9220,-12928,5588,1365,
0,-5,-960,246,1486,741,724,-305,412,-678,3328,-2197,9126,-13010,5606,1366,
0,-71,-1004,456,2318,1204,916,-305,412,-678,3391,-1944,8938,-13163,5627,1367,
0,-66,-1034,569,3928,1547,1149,-305,412,-678,3456,-1580,8636,-13394,5646,1368,
0,-277,-903,1078,7038,2785,1377,-270,369,-691,3535,-1036,8045,-13789,5667,1369,
0,-266,-679,1022,9291,2827,1069,-270,369,-691,3558,-216,7019,-14369,5688,1370,
0,-555,-505,902,8870,2830,1261,-192,244,-769,3512,643,5671,-14951,5706,1371,
0,-498,-270,1063,7438,3168,1374,-192,244,-769,3472,1484,4407,-15322,5727,1372,
0,-639,-176,1053,6474,2746,1957,-192,244,-769,3439,2321,3329,-15497,5746,1373,
0,-632,-81,963,5634,1069,2616,-84,-150,-801,3546,3006,2320,-15538,5767,1374,
0,-496,-250,879,4532,-263,2485,-84,-150,-801,3768,3376,1381,-15522,5788,1375,
0,-317,-111,1126,4066,-593,1802,11,-441,-680,4024,3477,562,-15487,5806,1376,
0,-445,144,947,3678,-473,1728,11,-441,-680,4145,3567,-183,-15443,5827,1377,
0,-444,160,925,2736,189,1549,11,-441,-680,4281,3658,-821,-15364,5846,1378,
0,-501,336,1019,2123,505,1312,-52,-590,-564,4429,3810,-1285,-15253,5867,1379,
0,-418,279,923,1808,19,1071,-52,-590,-564,4556,3943,-1643,-15147,5888,1380,
0,-470,130,830,1472,-220,1171,-89,-657,-499,4642,4014,-1963,-15064,5906,1381,
