0_AccelX,0_AccelY,0_AccelZ,0_GyroX,0_GyroY,0_GyroZ
-1.75,-10.4899997711182,2.79999995231628,-152.125,49.3125,14.125
-1.00999999046326,-10.6300001144409,2.59999990463257,-152.125,49.3125,14.125
-0.109999999403954,-9.39000034332275,2.1800000667572,-158.375,58.3125,-1.5
0.090000003576279,-8.84000015258789,2.33999991416931,-188.75,35.5,-26.5625
0.300000011920929,-8.81999969482422,2.39000010490417,-198.0625,27.875,-39.0625
-0.03999999910593,-9.10999965667725,2.03999996185303,-209.9375,28.125,-43.4375
-1.87999999523163,-10.6000003814697,0.800000011920929,-209.9375,28.125,-43.4375
-2.36999988555908,-10.3199996948242,0.449999988079071,-220.0625,35.125,-38.1875
-1.91999995708466,-10.1000003814697,0.239999994635582,-235.5625,51.1875,-12.75
-0.180000007152557,-9.65999984741211,0.28999999165535,-233.6875,50.625,4.5
0.349999994039535,-9.65999984741211,0.200000002980232,-231.0625,43.3125,26.375
0.28999999165535,-9.80000019073486,-0.03999999910593,-231.0625,43.3125,26.375
-2.5699999332428,-9.46000003814697,-1.47000002861023,-249.4375,24.5,64.9375
-0.5,-7.73000001907349,-1.79999995231628,-248.875,-4.375,58.625
-1.10000002384186,-6.57000017166138,-2.08999991416931,-253.6875,-12.3125,46.1875
-1.76999998092651,-6.30999994277954,-3.30999994277954,-289.5,-13.5625,26.625
-2.4300000667572,-6.80999994277954,-3.73000001907349,-289.5,-13.5625,26.625
-2.57999992370605,-8.1899995803833,-4.28999996185303,-330.1875,-11.1875,6.5625
-1.4099999666214,-8.47999954223633,-4.40999984741211,-359.125,-5.3125,-29.75
-0.540000021457672,-8.4399995803833,-4.5,-368.125,-11.5625,-38.375
-0.090000003576279,-8.19999980926514,-4.25,-363.625,-25.4375,-35.8125
0.46000000834465,-7.69000005722046,-4.48000001907349,-363.625,-25.4375,-35.8125
-0.180000007152557,-7.44000005722046,-5.15000009536743,-336.3125,-36.875,-25.6875
-0.75,-6.92999982833862,-5.82000017166138,-250.375,-51,-16.1875
-1.16999995708466,-6.23999977111816,-5.90000009536743,-232.5,-60.0625,-17.9375
-1.22000002861023,-4.71999979019165,-6.48999977111816,-251.4375,-58.4375,-28.75
-0.850000023841858,-4.76999998092651,-6.92000007629395,-251.4375,-58.4375,-28.75
-1.91999995708466,-7.01000022888184,-8.18000030517578,-288,-51.9375,-42.625
-0.649999976158142,-6.71999979019165,-8.01000022888184,-366,-27.375,-51.625
-1.00999999046326,-5.30000019073486,-8.35000038146973,-386.25,-19.5625,-51.1875
-1.52999997138977,-5.03999996185303,-8.94999980926514,-364.875,-19.75,-47.4375
-1.58000004291534,-4.53999996185303,-8.25,-364.875,-19.75,-47.4375
-1.75,-4.30000019073486,-8.3100004196167,-324.3125,-11.875,-43.75
-2.9300000667572,-2.46000003814697,-8.10000038146973,-274.0625,-5.75,-45
-2.14000010490417,-1.45000004768372,-8.15999984741211,-270.4375,23.0625,-44.25
-1.99000000953674,-1.00999999046326,-9.31999969482422,-257.125,24.25,-31.25
-1.51999998092651,-1.49000000953674,-8.89000034332275,-257.125,24.25,-31.25
-1.62000000476837,-1.8400000333786,-8.61999988555908,-221.5625,6.25,-8
-0.050000000745058,0.070000000298023,-9.32999992370606,-127.25,-11.9375,-12.375
2.51999998092651,-3.19000005722046,-11.9799995422363,-140.5,-56.625,6.3125
0.550000011920929,0.670000016689301,-6.17999982833862,-150.3125,-66.0625,4.4375
-0.03999999910593,0.959999978542328,-7.17999982833862,-150.3125,-66.0625,4.4375
-1.69000005722046,-0.009999999776483,-7.71000003814697,-185.5,-39.125,-9.25
-3.5,0.209999993443489,-8.39000034332275,-273.5,-38.6875,15.1875
-3.09999990463257,1.78999996185303,-9.8100004196167,-326.4375,-37.9375,36.5
-2.08999991416931,1.60000002384186,-10.3699998855591,-337.125,-23,45.1875
-0.740000009536743,1.64999997615814,-9.94999980926514,-337.125,-23,45.1875
-0.449999988079071,1.79999995231628,-9.32999992370606,-302,1.375,40.6875
-0.550000011920929,2.48000001907349,-8.55000019073486,-267.5625,-1.5,9.9375
0.379999995231628,3.11999988555908,-8.5600004196167,-267.25,9.1875,25.375
-0.129999995231628,3.49000000953674,-8.35000038146973,-273.125,22.125,50.375
-1.5900000333786,3.61999988555908,-8.26000022888184,-273.125,22.125,50.375
-2.61999988555908,4.57000017166138,-8.77000045776367,-299.5,22.625,64.25
-2.51999998092651,5.53999996185303,-7.59999990463257,-362.25,-26.875,77.8125
-2.44000005722046,5.63000011444092,-5.15999984741211,-446.6875,-72.1875,89.1875
-2.22000002861023,5.76999998092651,-5.86999988555908,-472.5625,-51.875,92.25
-2.75999999046326,7.63000011444092,-8.75,-472.5625,-51.875,92.25
-2.76999998092651,7.73999977111816,-6.78999996185303,-438.5,-21.625,70.9375
-2.1800000667572,7.96999979019165,-5.32999992370606,-468.9375,-22.3125,43.125
-1.94000005722046,9.07999992370606,-5.88000011444092,-518.75,-5.0625,25
-1.6599999666214,9.26000022888184,-4.32000017166138,-589.0625,26.5625,11.25
-1.35000002384186,9.9399995803833,-4.32000017166138,-589.0625,26.5625,11.25
-1.02999997138977,9.55000019073486,-4.34999990463257,-625.1875,49.4375,23.5625
-0.219999998807907,9.30000019073486,-2.79999995231628,-614.9375,23.4375,69.5
-0.899999976158142,9.80000019073486,-2.35999989509583,-578.1875,8.875,62.8125
-1.44000005722046,10.1499996185303,-2.03999996185303,-521.875,-4.625,45.5625
-1.57000005245209,10.1300001144409,-0.910000026226044,-521.875,-4.625,45.5625
-1.6599999666214,10.6599998474121,0.209999993443489,-459.125,-3.75,22.375
-1.17999994754791,10.6599998474121,1.01999998092651,-326.3125,5.0625,-25.8125
-0.300000011920929,10.4200000762939,2.03999996185303,-270.375,2.9375,-26.4375
0.059999998658896,10.3599996566772,2.9300000667572,-221.4375,-7.3125,-22.75
-0.370000004768372,9.72999954223633,3.34999990463257,-221.4375,-7.3125,-22.75
0.03999999910593,8.64999961853027,4.59000015258789,-171.3125,-8.875,-19.5
-0.379999995231628,8.27999973297119,4.6399998664856,-87.5625,8.5625,-1.625
-1.02999997138977,8.56999969482422,4.28000020980835,-66.75,6.6875,-14.125
-2.13000011444092,8.71000003814697,4.32999992370606,-77.875,6.5,-35.875
-2.58999991416931,8.80000019073486,4.40999984741211,-77.875,6.5,-35.875
-2.15000009536743,8.57999992370606,4.17999982833862,-102.0625,2.125,-51.75
-1.51999998092651,8.1899995803833,3.80999994277954,-132,-1.5,-44.75
-1.10000002384186,9.46000003814697,3.34999990463257,-248.875,27.875,-39.375
-1.82000005245209,6.32000017166138,4.96999979019165,-274,-4.0625,-33.5
-1.98000001907349,7.92000007629395,5.88000011444092,-274,-4.0625,-33.5
-1.37999999523163,8.35999965667725,4.6100001335144,-227.5625,22.25,-29.9375
-0.379999995231628,6.90999984741211,7.01000022888184,-248.125,15.4375,8.875
-0.790000021457672,6.98000001907349,6.5,-290.1875,2.8125,26.5625
-1.21000003814697,6.5,6.15000009536743,-338.3125,-11.0625,26.9375
-0.930000007152557,7.34999990463257,6.82000017166138,-338.3125,-11.0625,26.9375
-1.3400000333786,8.1899995803833,7.96999979019165,-402.6875,-31.375,18.625
-2.08999991416931,7.44000005722046,8.19999980926514,-448.3125,-40,-11.375
-3,6.01999998092651,8.18000030517578,-417.4375,-29.125,-17.1875
-3.41000008583069,4.8899998664856,7.53000020980835,-367.0625,-10.0625,-13.3125
-1.60000002384186,2.65000009536743,8.17000007629395,-367.0625,-10.0625,-13.3125
-1.00999999046326,2.84999990463257,8.25,-317.0625,12.1875,0
-1.07000005245209,2.8199999332428,8.46000003814697,-298.0625,9.5,47.1875
-1.17999994754791,2.74000000953674,9.3100004196167,-319.625,-3.8125,65.75
-0.839999973773956,2.65000009536743,9.31999969482422,-347.1875,-14.1875,67.625
-0.620000004768372,2.23000001907349,9.63000011444092,-347.1875,-14.1875,67.625
-0.790000021457672,1.79999995231628,9.60999965667725,-366.5625,-23.5,59.3125
-1.67999994754791,0.349999994039535,8.90999984741211,-328.0625,-62.5,45.5625
-1.8400000333786,0.03999999910593,8.40999984741211,-263.375,-81.75,46.3125
-1.94000005722046,-1.77999997138977,6.32999992370606,-103.6875,-86.6875,52.3125
-0.980000019073486,-3.02999997138977,9.6899995803833,-103.6875,-86.6875,52.3125
-0.610000014305115,-1,12.2399997711182,25.9375,-67.5625,71.0625
-0.239999994635582,-0.150000005960464,12.2799997329712,43.1875,-57.6875,48.1875
0.419999986886978,0.059999998658896,12.1099996566772,7.1875,-58,33.875
0.709999978542328,1.48000001907349,11.9099998474121,-35.625,-37.1875,29.375
0.090000003576279,1.92999994754791,11.0699996948242,-35.625,-37.1875,29.375
-0.569999992847443,1.72000002861023,11.1199998855591,-60.5,-5.625,47.375
-0.959999978542328,1.4099999666214,11.3999996185303,-81.4375,33.3125,95.3125
-0.879999995231628,0.939999997615814,11.210000038147,-80.625,52.125,98.75
-0.209999993443489,-1.07000005245209,8.47999954223633,-76.1875,46.5,93.0625
-0.509999990463257,-1.87999999523163,9.38000011444092,-76.1875,46.5,93.0625
-1.13999998569489,-2.32999992370605,9.09000015258789,-102.25,32.0625,71.6875
-1.95000004768372,-2.52999997138977,8.17000007629395,-137.1875,15.3125,-14.9375
-0.620000004768372,-3.13000011444092,10.5299997329712,-151.75,18.8125,-16.0625
-2.49000000953674,-0.439999997615814,8.92000007629395,-202.0625,13.625,-6.5625
-2.25999999046326,-1.08000004291534,8.85000038146973,-202.0625,13.625,-6.5625
-1.36000001430511,-2.09999990463257,9.8100004196167,-224.5625,29.5625,-22.4375
-1.21000003814697,-2.72000002861023,9.57999992370606,-232.0625,49.4375,-9.6875
-0.620000004768372,-3.25,9.02999973297119,-215.875,47.4375,1.3125
-0.430000007152557,-3.60999989509583,7.51000022888184,-207.375,18.9375,3.5
-0.400000005960465,-4.11999988555908,4.8600001335144,-207.375,18.9375,3.5
-0.639999985694885,-4.28999996185303,4.67000007629395,-207.8125,-16.5625,0.625
-1.08000004291534,-4.28999996185303,5.42999982833862,-211.6875,-38.75,-1.3125
-1.39999997615814,-4.51999998092651,6.55999994277954,-232.875,-33.75,11.9375
-3.27999997138977,-7.67000007629395,9.56999969482422,-287.4375,14.5,12.9375
-1.75,-7.42999982833862,9.3100004196167,-287.4375,14.5,12.9375
-0.449999988079071,-6.05000019073486,8.60000038146973,-372.3125,66.25,30.6875
0.209999993443489,-5.71999979019165,7.11999988555908,-440.6875,89.8125,52.375
0.639999985694885,-6.92999982833862,5.36999988555908,-470.625,85.4375,63.25
0.280000001192093,-7.53000020980835,3.99000000953674,-460.9375,74.8125,68
-0.769999980926514,-7.40999984741211,2.49000000953674,-399.9375,50.4375,73.875
-2.1800000667572,-7.51000022888184,2.51999998092651,-295,0.75,62.125
-3.4300000667572,-10.0500001907349,5.15000009536743,-187.6875,-80.125,19.5
-3.57999992370605,-10.6199998855591,5.15999984741211,-101.375,-98.8125,-27.375
-2.46000003814697,-10.1000003814697,5.21000003814697,-66.5625,-38.6875,-25.5625
0.779999971389771,-9.13000011444092,4.61999988555908,-80.625,1.75,19.0625
0.930000007152557,-7.96000003814697,7.44999980926514,-99.5625,10.5,37.375
-0.159999996423721,-9.76000022888184,7.11999988555908,-143.375,-30,9.4375
-1.08000004291534,-9.57999992370606,5.46999979019165,-180.1875,-43.3125,-26.625
-1.64999997615814,-8.46000003814697,5.17000007629395,-175.125,-2.6875,-53.25
-3.15000009536743,-8.11999988555908,2.79999995231628,-157.75,39.875,-43.9375
-2.05999994277954,-9.03999996185303,2.42000007629395,-135.125,43.8125,-12.1875
-0.899999976158142,-8.82999992370606,2.75,-115.375,31.75,10.1875
-0.490000009536743,-9.11999988555908,2.39000010490417,-111.125,21.0625,0.875
-1.17999994754791,-8.88000011444092,1.92999994754791,-114.3125,19.1875,-29.3125
-1.46000003814697,-8.56999969482422,1.58000004291534,-127.75,23.75,-50.4375
-1.14999997615814,-9.52000045776367,1.75,-136.8125,46.0625,-41.5
-0.620000004768372,-7.96999979019165,4.71999979019165,-138.5625,90.625,-18.6875
-2.50999999046326,-8.17000007629395,2.02999997138977,-162.5625,98.625,-13.75
-2.57999992370605,-9.89999961853027,-2.02999997138977,-139.6875,24.25,-41
-3.91000008583069,-9.19999980926514,0.170000001788139,-41.3125,-0.6875,-71.8125
-2.94000005722046,-8.92000007629395,-0.230000004172325,55.3125,-0.8125,-60.1875
-2.8199999332428,-9.17000007629395,0.870000004768372,49.3125,14.75,-42.625
-1.12999999523163,-9.47999954223633,2.42000007629395,19.3125,-5.1875,-39.4375
-0.170000001788139,-9.3100004196167,1.96000003814697,4.4375,-11.3125,-35.0625
-1.25999999046326,-8.89000034332275,0.180000007152557,12,-14.25,-35
-1.72000002861023,-9.10999965667725,0.219999998807907,19.875,-28.875,-56.3125
-1.75,-8.07999992370606,-0.159999996423721,17.9375,-36.625,-65.1875
-2.9300000667572,-7.51000022888184,0.009999999776483,4.0625,-40.375,-51.375
2.01999998092651,-12.710000038147,4.44999980926514,-28.0625,-27.875,-32.0625
3.6800000667572,-13.8100004196167,6.3899998664856,-22.8125,24.9375,-50.5625
0.850000023841858,-11.1899995803833,6.61999988555908,-17.4375,109.5625,-67.9375
-0.319999992847443,-8.22000026702881,5.09999990463257,-95,150.1875,-52.3125
0.850000023841858,-9.06999969482422,2.01999998092651,-172.3125,130.5,-22.5625
0.200000002980232,-8.39000034332275,0.629999995231628,-195.3125,95.9375,4.875
-0.150000005960464,-8.19999980926514,-0.219999998807907,-196.875,48.3125,15.5
-0.189999997615814,-9.10999965667725,-0.259999990463257,-194.5,4.5625,6.1875
-0.509999990463257,-9.02000045776367,-1.41999995708466,-194.75,-13.0625,5.875
-0.550000011920929,-8.47999954223633,-1.47000002861023,-186,-18.6875,6.6875
-0.509999990463257,-8.57999992370606,-1.39999997615814,-170.1875,-20.8125,-2.5625
-0.170000001788139,-9.14000034332275,-1.02999997138977,-160.5,-24.5625,-8.5625
-0.019999999552965,-10.0799999237061,0.270000010728836,-175.0625,-30.625,3.75
0.46000000834465,-9.90999984741211,-0.129999995231628,-220.125,-29.375,25.625
1.01999998092651,-9.10999965667725,-0.959999978542328,-284.1875,-21.3125,52.75
-0.019999999552965,-7.30000019073486,-2.69000005722046,-327.125,-21.75,72
-0.070000000298023,-6.59999990463257,-3.94000005722046,-351.625,-32.8125,61.875
-0.340000003576279,-6.6100001335144,-3.83999991416931,-374.0625,-39.125,43.4375
-0.75,-7.05000019073486,-4.05999994277954,-383.3125,-29.9375,23.3125
-1.3400000333786,-7.44999980926514,-6,-383.5,-17.4375,3.125
-1.4099999666214,-7.57999992370606,-7.11999988555908,-375.5625,-5.6875,-19.375
-1.47000002861023,-7.57999992370606,-7.65000009536743,-361.5625,-4.8125,-31.1875
-1.26999998092651,-7.15999984741211,-7.55999994277954,-346.25,-8.4375,-35.1875
-0.689999997615814,-6.44999980926514,-7.09999990463257,-343.9375,-1.1875,-31.5625
-0.569999992847443,-5.96999979019165,-7.19999980926514,-353.1875,2.6875,-18.0625
-0.600000023841858,-5.3899998664856,-7.09000015258789,-371.25,-3,1.9375
-0.779999971389771,-4.73999977111816,-7.3899998664856,-389,-18.0625,21.0625
-0.889999985694885,-4.15000009536743,-8.25,-390,-33.8125,31.125
-1.19000005722046,-3.38000011444092,-8.10999965667725,-372.625,-41.0625,39.875
-1.14999997615814,-2.90000009536743,-8.02999973297119,-366.5625,-46.3125,48.125
-1.26999998092651,-2.6800000667572,-7.84000015258789,-383.4375,-47.625,55.625
-2.75,-2.5699999332428,-9.71000003814697,-406.0625,-44,55.875
-2.73000001907349,-2.44000005722046,-10.5600004196167,-420.5625,-42.625,47.375
-2.38000011444092,-2,-10.5200004577637,-405.4375,-44.875,34.8125
-1.91999995708466,-1.22000002861023,-10.1300001144409,-373.5625,-50.25,28.75
-0.97000002861023,0.379999995231628,-8.75,-353.125,-63.25,28.375
-0.910000026226044,1.21000003814697,-8.5,-357.5,-75.125,34.3125
-0.800000011920929,2.02999997138977,-8.18000030517578,-371.375,-76.125,39.5
-0.72000002861023,2.40000009536743,-7.78000020980835,-390.375,-67.625,45.4375
-2.42000007629395,2.20000004768372,-9.32999992370606,-414.375,-52.5,53.5625
-3.36999988555908,2.26999998092651,-10.3500003814697,-418.25,-35.125,58.75
-3.63000011444092,2.75999999046326,-10.6999998092651,-390.4375,-17.125,55.375
-3.02999997138977,3.42000007629395,-11.3299999237061,-343.8125,1.625,40
-2.25,4.21999979019165,-9.06999969482422,-279.9375,19.6875,26.4375
-2.19000005722046,5.11999988555908,-6.53999996185303,-234.3125,20.625,32.25
-2.10999989509583,5.46999979019165,-5.19000005722046,-251.75,0.4375,36.0625
-2.3199999332428,6.05999994277954,-5.21000003814697,-309.5,-30.625,26.125
-2.72000002861023,6.48999977111816,-6.07999992370606,-369.875,-54.5,15.8125
-3.22000002861023,7.11999988555908,-6.55000019073486,-412.8125,-61.5625,8.9375
-3.10999989509583,7.53999996185303,-6.42000007629395,-431.5,-57.25,10.375
-1.86000001430511,8.14999961853027,-6.03000020980835,-432.75,-54.1875,20.6875
-1.04999995231628,8.03999996185303,-6.25,-432.9375,-51.875,31.4375
-0.46000000834465,7.92999982833862,-5.96000003814697,-419.8125,-40.875,43.4375
-0.540000021457672,8.15999984741211,-5.57000017166138,-392.125,-28.75,61.1875
-1.77999997138977,8.9399995803833,-4.71000003814697,-364.5625,-16.875,69.25
-2.14000010490417,9.35000038146973,-3.86999988555908,-336.9375,-0.6875,62.4375
-2.59999990463257,9.84000015258789,-2.85999989509583,-317.6875,9.6875,53.125
-2.54999995231628,10.039999961853,-1.71000003814697,-311.3125,17.3125,43.5
-3.20000004768372,10.3400001525879,-1.07000005245209,-309.375,27.875,32
-2.92000007629395,10.5699996948242,0.810000002384186,-301.6875,24.125,16.625
-3.08999991416931,10.5500001907349,0.219999998807907,-347.5,-10,18.125
-1.97000002861023,10.3599996566772,0.03999999910593,-382.875,-43.625,15.3125
2.36999988555908,8.89000034332275,-0.629999995231628,-392.0625,-60.125,16.375
2.97000002861023,7.80000019073486,0.379999995231628,-382.0625,-51.375,33.4375
1.41999995708466,8.97999954223633,1.45000004768372,-382.0625,-33.5,18.875
-0.319999992847443,11.2700004577637,2.76999998092651,-409.4375,-14.9375,66.5625
-1.38999998569489,10.4200000762939,2.19000005722046,-454.375,-10.6875,148.5
-1.62999999523163,9.67000007629395,3,-471.9375,-27.6875,177.625
-2.25999999046326,9.35999965667725,4.23000001907349,-450.3125,-40.3125,160
-2.77999997138977,9.15999984741211,5.40000009536743,-411.375,-52.625,127.125
-2.66000008583069,8.51000022888184,8,-369.0625,-48.375,91.875
-2.04999995231628,8.82999992370606,7.32999992370606,-340.625,-10.9375,60.625
-0.600000023841858,8.48999977111816,7.25,-330.5625,37.4375,45.9375
1.8400000333786,7.07000017166138,5.38000011444092,-345.75,59.875,55.125
2.60999989509583,6.34999990463257,5.82000017166138,-362.125,42.6875,74.5
2.20000004768372,5.94000005722046,6.73000001907349,-332,5.3125,86.8125
1.08000004291534,5.82000017166138,6.65999984741211,-250.625,-1.1875,88.5
-1.98000001907349,5.67000007629395,10.9700002670288,-140.9375,-1.6875,70.75
-1.91999995708466,5.30000019073486,9.71000003814697,-53.375,-5.875,42.9375
-1.87999999523163,4.80000019073486,9,-39.875,-13.375,20.5
-1.5900000333786,5.28000020980835,10.2600002288818,-22.5625,1.4375,1.5
-0.600000023841858,7.15999984741211,8.42000007629395,-28.375,6.875,-11.5625
0.180000007152557,6.65999984741211,8.60999965667725,-102.75,-17.5625,-2.3125
0.819999992847443,6.28999996185303,8.81999969482422,-191,-35.1875,20.5625
0.790000021457672,5.82999992370606,8.47000026702881,-255.25,-33.0625,34.375
-0.059999998658896,5.51999998092651,8.07999992370606,-280.1875,-34,27.5
-0.029999999329448,5.51000022888184,8.39999961853027,-284.6875,-53.4375,6.4375
0.490000009536743,5.28999996185303,9.02999973297119,-299.3125,-65.5625,-13.0625
0.790000021457672,5.28999996185303,9.39000034332275,-333.8125,-56.1875,-18.25
1.17999994754791,3.98000001907349,9.61999988555908,-375.5625,-50.5625,-14.0625
